carat,cut,color,clarity,depth,table,price,volume
0.41,Premium,D,SI1,61.0,59.0,1015,66.21
0.41,Ideal,D,SI1,62.7,56.0,1015,67.38
0.41,Premium,D,SI1,62.1,59.0,1015,66.56
0.41,Ideal,D,SI1,62.6,57.0,1015,67.52
0.41,Ideal,D,SI1,62.2,57.0,1015,65.77
0.41,Premium,D,SI1,62.9,58.0,1015,66.31
0.41,Very Good,D,SI1,63.1,59.0,1015,65.75
0.41,Very Good,E,SI1,63.2,56.0,1015,66.89
0.5,Very Good,D,SI2,63.1,56.0,1015,79.15
0.5,Good,D,SI2,58.5,64.0,1015,80.4
0.41,Premium,D,SI1,60.5,60.0,1015,66.54
0.5,Premium,F,SI2,62.3,59.0,1016,81.22
0.5,Ideal,F,SI2,61.6,57.0,1016,82.25
0.44,Very Good,H,VVS1,63.1,56.0,1016,71.98
0.44,Very Good,G,SI2,60.6,55.0,1016,73.51
0.51,Ideal,H,SI2,62.1,55.0,1016,83.69
0.43,Premium,H,VS2,61.9,55.0,1016,71.76
0.43,Premium,F,SI1,62.5,56.0,1016,70.6
0.43,Premium,F,SI1,61.3,60.0,1016,69.72
0.43,Premium,F,SI1,61.6,59.0,1016,70.33
0.43,Ideal,F,SI1,61.8,56.0,1016,70.71
0.43,Premium,F,SI1,60.5,60.0,1016,69.44
0.43,Ideal,F,SI1,61.7,54.0,1016,71.68
0.43,Ideal,F,SI1,61.6,57.0,1016,69.14
0.43,Premium,F,SI1,62.4,56.0,1016,70.07
0.43,Premium,F,SI1,62.9,60.0,1016,68.92
0.43,Premium,F,SI1,62.4,57.0,1016,69.26
0.43,Premium,F,SI1,62.6,58.0,1016,68.83
0.43,Premium,E,SI1,62.4,56.0,1016,69.41
0.43,Ideal,E,SI1,62.9,56.0,1016,70.25
0.43,Ideal,E,SI1,61.5,56.0,1016,71.3
0.43,Premium,E,SI1,60.2,60.0,1016,71.5
0.43,Ideal,E,SI1,62.3,57.0,1016,68.89
0.43,Premium,F,SI1,60.6,59.0,1016,69.3
0.41,Premium,F,VVS2,61.6,59.0,1017,66.38
0.4,Very Good,E,VVS2,63.5,54.0,1017,66.33
0.4,Very Good,E,VVS2,60.3,59.0,1017,65.03
0.4,Very Good,E,VVS2,62.4,58.0,1017,66.0
0.4,Premium,H,VVS1,61.8,58.0,1017,64.42
0.4,Ideal,H,VVS1,61.4,57.0,1017,66.8
0.4,Ideal,H,VVS1,62.0,54.0,1017,66.05
0.4,Ideal,H,VVS1,62.3,54.0,1017,66.93
0.4,Ideal,H,VVS1,62.2,55.0,1017,65.64
0.43,Ideal,H,VVS1,61.6,55.0,1017,71.15
0.5,Good,H,SI1,64.5,58.0,1017,79.61
0.4,Ideal,H,VS1,62.7,59.0,1017,65.94
0.4,Ideal,H,VS1,61.8,59.0,1017,65.33
0.35,Ideal,H,IF,60.8,56.0,1017,59.38
0.35,Ideal,H,IF,60.7,56.0,1017,59.63
0.41,Very Good,D,VS1,62.3,59.0,1018,66.92
0.41,Very Good,D,VS1,61.7,58.0,1018,67.4
0.35,Very Good,D,VS1,60.8,56.0,1018,58.06
0.32,Very Good,E,IF,61.4,55.0,1018,53.94
0.39,Ideal,D,VVS2,60.0,56.0,1018,65.57
0.41,Ideal,D,VS1,61.2,57.0,1018,67.23
0.41,Ideal,D,VS1,62.3,56.0,1018,66.78
0.32,Ideal,E,IF,62.3,54.0,1018,52.93
0.32,Ideal,E,IF,62.9,54.0,1018,53.19
0.32,Ideal,E,IF,61.1,56.0,1018,53.86
0.32,Ideal,E,IF,61.1,58.0,1018,53.3
0.32,Ideal,E,IF,62.3,53.0,1018,53.05
0.32,Ideal,E,IF,61.9,55.0,1018,52.54
0.36,Ideal,D,VS1,62.8,55.0,1018,58.61
0.31,Ideal,J,SI1,62.4,53.0,379,52.81
0.31,Very Good,J,VS2,62.3,60.0,380,50.08
0.31,Premium,J,VS2,62.5,60.0,380,50.93
0.31,Very Good,J,VS2,62.7,58.0,380,50.57
0.31,Premium,J,VS2,62.4,60.0,380,49.97
0.26,Very Good,F,VS2,62.5,55.0,381,41.97
0.28,Very Good,G,SI1,62.0,55.0,382,46.77
0.3,Very Good,I,SI1,62.5,57.0,382,49.21
0.3,Ideal,G,SI2,61.7,57.0,382,48.36
0.3,Ideal,G,SI2,62.5,56.0,382,49.32
0.3,Ideal,I,SI1,61.8,57.0,382,49.83
0.26,Premium,H,VS1,62.3,59.0,382,42.28
0.26,Premium,G,VS1,61.3,60.0,382,42.09
0.31,Very Good,I,SI2,60.6,61.0,383,52.47
0.27,Ideal,H,SI1,61.3,55.0,383,45.12
0.24,Good,F,VS1,60.2,65.0,383,38.11
0.29,Very Good,I,VS2,62.4,55.0,384,48.27
0.26,Very Good,E,SI1,62.0,54.0,384,42.59
0.3,Ideal,J,VS2,62.1,56.0,384,49.9
0.3,Ideal,J,VS2,61.6,56.0,384,49.64
0.23,Ideal,G,VS1,61.6,55.0,384,38.71
0.32,Ideal,J,SI1,61.8,54.9,384,52.78
0.26,Ideal,I,VS2,62.0,56.0,385,43.07
0.21,Very Good,E,VS2,63.2,54.0,386,34.66
0.21,Premium,E,VS2,60.5,59.0,386,34.54
0.21,Premium,E,VS2,59.6,56.0,386,35.62
0.21,Premium,D,VS2,61.6,59.0,386,33.79
0.21,Premium,D,VS2,60.6,60.0,386,34.03
0.21,Premium,D,VS2,59.1,62.0,386,34.39
0.21,Premium,D,VS2,58.3,59.0,386,35.79
0.28,Very Good,E,VS2,63.7,58.0,487,44.86
0.28,Very Good,F,VS2,62.7,58.0,487,44.67
0.28,Very Good,F,VS2,61.7,58.0,487,45.08
0.28,Very Good,F,VS2,60.8,58.0,487,45.87
0.28,Very Good,F,VS1,62.1,59.0,487,45.54
0.28,Very Good,F,VS1,60.8,58.0,487,47.0
0.28,Very Good,F,VS1,61.0,59.0,487,45.55
0.28,Very Good,F,VS1,61.0,59.0,487,47.18
0.28,Very Good,E,VS1,60.9,59.0,487,45.27
0.28,Very Good,E,VS1,60.2,58.0,487,46.24
0.28,Very Good,E,VS1,59.5,59.0,487,47.96
0.28,Very Good,E,VS1,58.9,58.0,487,46.67
0.28,Very Good,D,VS1,61.7,58.0,487,46.19
0.28,Ideal,D,VS2,61.2,57.0,487,45.84
0.3,Ideal,G,SI1,61.2,56.0,487,50.03
0.3,Ideal,G,SI1,60.6,57.0,487,49.88
0.3,Ideal,G,SI1,61.8,56.0,487,49.94
0.28,Good,F,VS1,58.3,58.0,487,47.65
0.28,Ideal,E,VS1,61.4,56.0,487,46.12
0.28,Ideal,D,VS2,62.4,57.0,487,45.6
0.37,Ideal,J,VS1,62.6,57.0,487,59.13
0.35,Very Good,D,SI2,62.4,57.0,487,56.32
0.28,Ideal,E,VS1,62.0,56.0,487,45.75
0.37,Ideal,J,VS1,62.4,55.0,487,61.34
0.37,Very Good,F,SI2,60.7,57.0,487,60.84
0.37,Good,G,SI2,63.4,57.0,487,60.09
0.37,Very Good,F,SI2,60.2,60.0,487,60.54
0.37,Good,G,SI2,63.3,55.0,487,61.44
0.31,Good,I,SI1,64.3,55.0,488,50.38
0.31,Premium,J,VS2,62.7,58.0,488,50.57
0.46,Ideal,J,VVS1,61.8,56.0,1018,74.98
0.46,Ideal,J,VVS1,62.5,56.0,1018,74.01
0.46,Ideal,F,SI1,62.5,56.0,1018,74.86
0.44,Premium,F,VS2,61.1,62.0,1018,74.24
0.44,Good,F,SI1,56.9,61.0,1018,75.28
0.41,Very Good,E,VVS2,63.8,58.0,1019,65.63
0.52,Very Good,J,SI1,62.5,59.0,1019,85.4
0.41,Ideal,D,VS1,62.6,55.0,1019,67.52
0.52,Ideal,I,SI1,62.0,54.0,1019,86.13
0.57,Ideal,G,I1,59.5,57.0,1019,95.88
0.5,Very Good,F,SI2,63.1,60.0,1020,79.88
0.5,Very Good,F,SI2,62.9,57.0,1020,80.52
0.5,Very Good,F,SI2,62.5,56.0,1020,81.48
0.4,Ideal,E,VS2,61.9,54.0,1020,65.69
0.53,Ideal,H,SI2,61.6,54.0,1020,88.69
0.53,Ideal,H,SI2,61.9,54.0,1020,88.01
0.5,Ideal,F,SI2,61.3,58.0,1020,81.73
0.32,Premium,E,VVS1,60.8,58.0,1020,51.57
0.32,Premium,E,VVS1,60.5,58.0,1020,53.15
0.32,Ideal,E,VVS1,61.7,55.0,1020,52.78
0.32,Ideal,E,VVS1,60.9,57.0,1020,53.11
0.32,Ideal,E,VVS1,61.6,56.0,1020,53.02
0.32,Ideal,E,VVS1,61.3,57.0,1020,52.39
0.32,Ideal,E,VVS1,61.7,56.0,1020,52.9
0.32,Premium,E,VVS1,61.8,59.0,1020,51.56
0.32,Ideal,E,VVS1,61.9,55.0,1020,52.54
0.51,Premium,J,SI1,62.6,59.0,1020,82.06
0.32,Ideal,G,IF,60.5,57.0,1020,52.59
0.32,Premium,G,IF,59.4,59.0,1020,53.95
0.32,Ideal,G,IF,61.8,55.0,1020,53.33
0.32,Premium,G,IF,59.9,58.0,1020,51.89
0.32,Premium,G,IF,62.0,60.0,1020,52.42
0.32,Ideal,G,IF,62.9,55.0,1020,53.19
0.32,Premium,G,IF,61.8,55.0,1020,53.33
0.32,Ideal,G,IF,62.4,55.0,1020,53.48
0.32,Ideal,G,IF,61.2,57.0,1020,52.63
0.32,Ideal,G,IF,60.9,56.0,1020,52.55
0.48,Premium,F,SI1,59.6,59.0,1020,79.95
0.5,Premium,G,I1,62.2,59.0,1020,80.08
0.4,Ideal,G,SI1,62.6,55.0,1020,64.72
0.34,Premium,F,VS1,61.5,55.0,1020,57.37
0.51,Premium,J,VS2,61.5,58.0,1020,82.57
0.47,Very Good,F,SI1,61.1,61.0,1021,75.94
0.36,Ideal,F,VVS1,61.5,54.0,1021,60.01
0.33,Ideal,F,VVS1,61.8,57.0,1021,54.46
0.33,Ideal,F,VVS1,61.9,56.0,1021,54.33
0.33,Ideal,D,VVS2,60.9,57.0,1021,54.35
0.33,Ideal,F,VVS1,62.4,55.0,1021,53.48
0.33,Ideal,F,VVS1,61.7,57.0,1021,54.58
0.33,Ideal,F,VVS1,62.4,55.0,1021,55.17
0.33,Ideal,F,VVS1,61.9,55.0,1021,53.77
0.33,Ideal,F,VVS1,61.8,57.0,1021,54.46
0.33,Ideal,D,VVS2,61.1,56.0,1021,53.86
0.4,Premium,H,VS1,61.3,59.0,1021,66.3
0.38,Premium,D,VS2,60.8,58.0,1021,63.31
0.6,Very Good,J,SI2,62.9,60.0,1022,96.82
0.43,Premium,D,SI1,62.4,60.0,1022,69.26
0.51,Ideal,I,SI1,62.5,57.0,1023,82.23
0.53,Good,J,VS2,63.8,57.0,1023,85.13
0.53,Very Good,J,VS2,60.9,59.0,1023,87.42
0.53,Good,J,VS2,63.3,56.0,1023,86.46
0.5,Very Good,J,VS2,63.4,58.0,1023,81.44
0.42,Ideal,G,VVS1,60.9,55.0,1023,69.91
0.51,Ideal,J,SI1,62.5,58.0,1023,83.89
0.44,Premium,F,SI1,60.9,58.0,1023,73.45
0.5,Premium,H,SI2,62.6,61.0,1024,78.9
0.41,Very Good,I,VVS2,59.9,57.0,1024,70.06
0.41,Ideal,H,VS1,61.0,54.0,1024,68.3
0.39,Ideal,F,VS1,62.3,57.0,1024,63.46
0.39,Ideal,F,VS1,62.2,56.0,1024,63.11
0.42,Premium,E,VS2,61.0,59.0,1024,68.96
0.42,Premium,E,VS2,61.0,60.0,1024,68.96
0.42,Ideal,E,VS2,61.3,56.0,1024,69.05
0.42,Ideal,E,VS2,61.7,56.0,1024,68.71
0.42,Ideal,E,VS2,62.0,55.0,1024,68.95
0.42,Premium,E,VS2,60.9,59.0,1024,68.59
0.42,Ideal,E,VS2,62.3,55.0,1024,68.89
0.42,Ideal,E,VS2,62.4,55.0,1024,68.75
0.42,Ideal,E,VS2,62.2,55.0,1024,69.18
0.42,Ideal,E,VS2,62.4,55.0,1024,69.41
0.42,Ideal,E,VS2,62.4,55.0,1024,69.41
0.42,Premium,E,VS2,61.9,59.0,1024,67.63
0.42,Premium,E,VS2,62.8,59.0,1024,68.54
0.42,Ideal,E,VS2,62.1,56.0,1024,68.0
0.42,Ideal,E,VS2,61.8,57.0,1024,67.91
0.39,Premium,G,VVS2,60.7,61.0,1024,63.58
0.39,Premium,G,VS1,62.7,58.0,1024,63.41
0.39,Premium,D,VS2,61.3,58.0,1024,64.25
0.39,Premium,D,VS2,60.2,59.0,1024,64.53
0.35,Premium,H,VVS1,59.9,59.0,1024,57.94
0.35,Premium,H,VVS1,61.2,60.0,1024,56.72
0.35,Ideal,H,VVS1,62.3,55.0,1024,57.87
0.35,Premium,H,VVS1,60.6,60.0,1024,56.68
0.35,Ideal,H,VVS1,61.5,57.0,1024,57.38
0.35,Ideal,H,VVS1,61.7,56.0,1024,57.71
0.35,Premium,H,VVS1,61.2,60.0,1024,56.72
0.35,Ideal,H,VVS1,62.6,57.0,1024,55.5
0.35,Premium,H,VVS1,62.1,58.0,1024,56.24
0.35,Ideal,G,VVS2,62.1,56.0,1024,56.25
0.35,Premium,G,VVS2,62.4,56.0,1024,56.9
0.35,Premium,G,VVS2,62.2,58.0,1024,57.28
0.35,Ideal,G,VVS2,61.0,57.0,1024,57.81
0.35,Premium,G,VVS2,62.8,58.0,1024,55.7
0.35,Premium,E,VVS2,60.2,58.0,1024,59.94
0.39,Premium,D,VS2,61.4,60.0,1024,64.11
0.35,Very Good,E,IF,57.9,56.0,1025,61.3
0.3,Ideal,G,IF,62.4,55.0,1025,49.97
0.4,Ideal,E,VS2,62.3,56.0,1025,66.78
0.39,Ideal,E,VS1,62.3,57.0,1026,62.84
0.3,Premium,E,IF,61.9,58.0,1026,48.54
0.3,Very Good,E,IF,60.1,60.0,1026,48.11
0.3,Premium,E,IF,61.0,59.0,1026,48.85
0.39,Premium,E,VS1,59.6,60.0,1026,63.22
0.42,Very Good,H,VVS1,60.9,62.0,1026,68.58
0.51,Premium,G,SI2,62.5,56.0,1026,83.13
0.51,Premium,G,SI2,58.6,59.0,1026,85.98
0.41,Ideal,F,VVS2,61.4,55.7,1026,67.03
0.48,Ideal,H,VS2,62.2,54.0,1026,79.92
0.35,Ideal,D,VS1,61.4,56.0,1026,58.35
0.38,Ideal,F,VS2,62.2,57.0,1026,61.13
0.38,Premium,F,VS2,60.5,59.0,1026,62.6
0.38,Ideal,F,VS2,62.8,57.0,1026,61.15
0.38,Premium,F,VS2,61.9,59.0,1026,61.66
0.38,Ideal,F,VS2,62.1,57.0,1026,62.0
0.38,Ideal,F,VS2,62.0,56.0,1026,62.14
0.38,Premium,F,VS2,60.9,56.0,1026,63.04
0.49,Premium,G,SI1,60.6,60.0,1026,79.48
0.49,Premium,G,SI1,62.5,58.0,1026,78.4
0.3,Good,E,VVS2,59.8,64.0,1026,48.04
0.35,Very Good,F,IF,62.0,54.0,1027,58.97
0.38,Ideal,E,VVS2,62.4,56.0,1027,63.19
0.38,Ideal,E,VS1,62.1,57.0,1027,61.87
0.45,Fair,G,VS1,66.3,56.0,1027,70.38
0.45,Ideal,D,SI1,60.6,55.0,1027,74.9
0.4,Very Good,E,VVS2,63.6,55.0,1028,65.41
0.35,Ideal,G,VVS1,61.0,56.0,1028,58.4
0.36,Ideal,F,VVS1,61.0,55.0,1028,59.72
0.54,Ideal,G,SI2,61.8,55.0,1028,89.13
0.35,Ideal,H,IF,60.9,57.0,1028,58.99
0.33,Ideal,F,IF,61.8,55.0,1028,55.59
0.31,Ideal,E,VVS1,62.4,56.0,1028,51.71
0.31,Ideal,G,IF,62.0,54.0,1028,51.75
0.31,Ideal,F,VVS1,61.9,55.0,1028,52.54
0.31,Premium,F,VVS1,59.7,59.0,1028,53.35
0.44,Premium,E,SI2,59.7,61.0,1028,71.99
0.51,Good,G,SI2,63.6,54.0,1029,82.61
0.36,Ideal,G,IF,62.2,53.0,1029,60.52
0.36,Ideal,G,IF,61.9,55.0,1029,59.23
0.42,Premium,G,VVS2,61.6,60.0,1029,69.14
0.37,Premium,D,VS1,60.2,60.0,1030,60.67
0.38,Very Good,D,VVS2,63.8,57.0,1030,61.73
0.38,Very Good,F,VVS1,63.8,58.0,1030,61.86
0.46,Very Good,D,VS2,63.4,59.0,1030,72.6
0.38,Ideal,E,VVS2,62.0,57.0,1030,62.89
0.34,Ideal,E,VVS1,61.6,55.0,1030,56.55
0.35,Ideal,E,VVS1,60.7,55.0,1030,58.31
0.32,Ideal,D,VVS2,61.2,56.0,1030,52.51
0.41,Premium,E,VS1,60.7,59.0,1030,66.26
0.41,Ideal,E,VS1,62.2,55.0,1030,67.72
0.52,Fair,J,VS2,65.3,56.0,1030,82.82
0.32,Premium,D,VS1,60.5,59.0,1030,53.95
0.4,Very Good,I,VS2,61.9,55.0,1031,66.33
0.38,Very Good,G,VS1,60.7,55.0,1031,64.07
0.38,Ideal,H,VVS2,62.1,56.0,1031,62.62
0.42,Ideal,F,VS1,61.0,57.0,1031,69.77
0.42,Ideal,F,VS1,61.9,57.0,1031,68.43
0.42,Ideal,D,VS2,62.2,55.0,1031,67.72
0.42,Ideal,G,VVS2,62.1,57.0,1031,68.0
0.42,Ideal,G,VVS2,61.3,56.0,1031,68.39
0.42,Very Good,G,VVS2,60.4,59.0,1031,66.81
0.42,Premium,F,VS1,61.8,59.0,1031,69.23
0.42,Ideal,D,VS2,61.4,56.0,1031,68.77
0.42,Ideal,F,VS1,61.3,57.0,1031,68.91
0.42,Premium,F,VS1,60.9,59.0,1031,68.44
0.42,Ideal,G,VVS2,60.7,55.0,1031,70.35
0.42,Ideal,D,VS2,61.8,56.0,1031,69.23
0.42,Ideal,F,VS1,61.4,57.0,1031,68.11
0.42,Very Good,F,VS1,59.9,61.0,1031,68.73
0.42,Ideal,G,VVS2,62.6,55.0,1031,68.17
0.42,Ideal,F,VS1,62.3,55.0,1031,68.09
0.42,Ideal,F,VS1,60.9,57.0,1031,69.91
0.42,Ideal,D,VS2,61.2,56.0,1031,68.53
0.42,Premium,F,VS1,61.2,58.0,1031,69.34
0.42,Very Good,F,VS1,61.9,55.0,1031,68.43
0.42,Ideal,G,VVS2,62.4,55.0,1031,69.26
0.42,Ideal,D,VS2,62.1,54.0,1031,69.32
0.42,Ideal,D,VS2,62.4,55.0,1031,69.41
0.42,Ideal,G,VVS2,62.7,56.0,1031,67.38
0.42,Ideal,G,VVS2,62.2,56.0,1031,68.37
0.4,Ideal,E,VVS1,60.6,56.0,1031,66.4
0.5,Very Good,H,SI1,61.9,63.0,1031,80.14
0.39,Ideal,F,VVS2,60.4,60.0,1031,64.89
0.4,Ideal,H,SI1,62.2,55.0,1031,66.28
0.47,Good,H,VS1,65.1,59.0,1031,73.79
0.44,Premium,G,VS1,62.3,59.0,1031,70.89
0.5,Fair,F,SI2,65.5,54.0,1031,80.91
0.5,Premium,F,SI2,58.0,62.0,1031,81.23
0.5,Fair,F,SI2,65.5,54.0,1031,80.91
0.5,Ideal,I,SI1,59.8,59.0,1031,82.43
0.5,Premium,G,SI2,62.0,59.0,1031,80.55
0.5,Fair,G,VS2,65.7,57.0,1031,78.9
0.44,Ideal,G,SI1,61.7,55.0,1032,72.36
0.46,Very Good,E,SI1,59.3,63.0,1032,76.66
0.4,Very Good,G,VVS2,61.1,58.0,1033,65.29
0.38,Ideal,F,VVS2,62.7,56.0,1033,62.03
0.36,Ideal,D,VVS2,62.0,54.0,1033,60.3
0.37,Ideal,G,IF,62.4,56.0,1033,61.47
0.53,Good,I,SI1,61.3,62.0,1033,83.97
0.34,Ideal,D,VS2,62.1,55.0,1033,55.67
0.34,Ideal,E,VS1,62.1,56.0,1033,56.25
0.34,Ideal,E,VS1,62.2,55.0,1033,56.83
0.34,Premium,E,VS1,59.9,58.0,1033,56.77
0.34,Ideal,E,VS1,60.8,57.0,1033,55.73
0.34,Ideal,E,VS1,61.8,57.0,1033,55.72
0.34,Ideal,E,VS1,61.8,56.0,1033,56.04
0.34,Ideal,E,VS1,62.0,56.0,1033,56.5
0.34,Ideal,E,VS1,62.4,55.0,1033,55.17
0.34,Ideal,D,VS2,62.4,53.0,1033,57.03
0.34,Ideal,E,VS1,61.2,57.0,1033,54.87
0.34,Ideal,E,VS1,61.2,57.0,1033,54.99
0.34,Ideal,E,VS1,61.0,57.0,1033,55.81
0.38,Premium,H,VVS1,59.1,58.0,1033,62.77
0.38,Premium,H,VVS1,61.2,60.0,1033,63.13
0.38,Very Good,H,VVS1,63.3,58.0,1033,61.44
0.34,Ideal,D,VS2,60.8,57.0,1033,55.73
0.34,Ideal,D,VS2,61.4,56.0,1033,56.47
0.34,Ideal,D,VS2,60.6,57.0,1033,55.98
0.34,Premium,D,VS2,60.4,60.0,1033,56.35
0.34,Premium,D,VS2,59.3,58.0,1033,55.32
0.34,Ideal,D,VS2,62.3,55.0,1033,55.42
0.34,Ideal,D,VS2,62.0,55.0,1033,55.35
0.34,Premium,D,VS2,62.1,58.0,1033,55.67
0.34,Ideal,D,VS2,61.3,57.0,1033,55.32
0.34,Ideal,D,VS2,62.0,54.0,1033,56.5
0.34,Ideal,D,VS2,62.5,57.0,1033,54.48
0.34,Ideal,D,VS2,62.9,55.0,1033,55.45
0.34,Ideal,D,VS2,62.9,56.0,1033,56.14
0.34,Ideal,D,VS2,62.0,55.0,1033,55.22
0.34,Ideal,E,VS1,61.4,57.0,1033,55.19
0.6,Fair,E,SI2,66.5,56.0,1033,96.83
0.41,Premium,H,VS1,62.8,59.0,1033,64.52
0.5,Very Good,J,VS1,61.4,57.8,1034,82.41
0.55,Good,J,VS2,64.1,54.0,1034,89.87
0.39,Ideal,E,VVS2,61.9,55.0,1034,65.05
0.39,Ideal,E,VVS2,61.9,55.0,1034,64.91
0.31,Ideal,D,VVS2,61.2,55.0,1034,51.96
0.31,Ideal,D,VVS2,62.0,56.0,1034,51.33
0.31,Ideal,D,VVS2,61.1,56.0,1034,51.53
0.5,Very Good,I,SI1,62.5,57.0,1035,81.64
0.45,Premium,I,VS1,62.3,58.0,1035,71.04
0.5,Fair,G,SI2,65.6,56.0,1035,79.79
0.35,Ideal,D,VS1,61.2,56.0,1035,58.01
0.52,Ideal,H,SI2,61.5,56.0,1035,85.92
0.5,Ideal,H,SI1,61.7,58.0,1035,81.35
0.5,Ideal,H,SI1,61.8,56.0,1035,82.51
0.35,Ideal,F,IF,60.9,56.0,1035,57.35
0.4,Ideal,H,VS1,61.8,56.0,1035,66.61
0.46,Premium,E,SI1,61.8,57.0,1035,75.13
0.42,Ideal,H,VVS1,61.8,55.0,1035,69.37
0.4,Ideal,I,VVS2,62.4,55.0,1035,65.36
0.4,Ideal,I,VVS2,62.0,56.0,1035,66.7
0.4,Premium,H,VS1,62.6,58.0,1035,64.8
0.4,Premium,H,VS1,62.6,58.0,1035,64.81
0.4,Premium,H,VS1,62.6,58.0,1035,64.81
0.4,Premium,H,VS1,62.4,60.0,1035,65.36
0.4,Premium,H,VS1,62.7,56.0,1035,65.94
0.4,Premium,G,VS2,62.8,61.0,1035,63.14
0.4,Very Good,G,VS2,63.5,56.0,1035,65.55
0.4,Ideal,G,VS2,62.9,56.0,1035,65.52
0.4,Ideal,G,VS2,62.3,57.0,1035,64.86
0.4,Ideal,G,VS2,61.2,57.0,1035,65.79
0.36,Premium,E,VVS1,62.4,56.0,1035,58.79
0.4,Premium,G,VS1,60.0,57.0,1035,65.71
0.46,Fair,G,VS1,58.0,66.0,1035,74.87
0.5,Premium,J,VS1,62.4,61.0,1035,76.57
0.41,Ideal,F,VVS2,62.1,55.0,1036,67.86
0.39,Ideal,F,VVS2,61.9,54.8,1036,63.65
0.43,Ideal,D,SI1,61.6,56.0,1036,69.81
0.51,Premium,F,SI2,62.8,60.0,1036,81.58
0.51,Premium,F,SI2,58.3,61.0,1036,80.14
0.57,Very Good,J,SI1,60.6,61.0,1037,94.36
0.43,Ideal,G,VVS1,61.4,57.0,1037,70.91
0.55,Ideal,H,SI2,62.6,56.0,1037,90.85
0.43,Good,H,VVS1,61.2,61.0,1037,70.67
0.45,Fair,F,VS2,64.2,58.0,1037,72.15
0.52,Premium,E,I1,60.8,60.0,1037,84.68
0.53,Ideal,J,VS2,62.6,53.0,1038,89.27
0.38,Ideal,E,VS2,61.7,54.0,1038,62.81
0.5,Ideal,G,SI2,60.0,57.0,1038,83.61
0.53,Ideal,I,SI1,61.5,54.0,1038,88.41
0.37,Premium,D,VVS2,60.7,59.0,1038,60.84
0.4,Ideal,E,VS2,62.6,57.0,1038,64.45
0.4,Premium,E,VS2,62.0,58.0,1038,64.78
0.31,Very Good,E,VVS1,60.0,56.0,1039,53.55
0.46,Ideal,H,SI1,61.2,56.0,1039,77.21
0.39,Ideal,H,IF,61.9,55.6,1039,64.01
0.4,Ideal,F,VVS2,62.9,55.0,1039,66.81
0.4,Ideal,F,VVS2,61.1,57.0,1039,66.07
0.39,Very Good,D,VS2,59.5,57.0,1040,66.03
0.46,Ideal,I,VVS2,62.7,56.0,1040,74.4
0.31,Premium,J,VS2,62.5,60.0,488,50.93
0.31,Premium,J,VS2,62.3,60.0,488,50.08
0.31,Premium,J,VS2,62.4,60.0,488,49.97
0.28,Very Good,E,VS1,61.8,55.0,489,46.59
0.3,Very Good,F,SI1,57.9,61.0,489,50.66
0.3,Very Good,F,SI1,58.4,59.0,489,50.94
0.3,Ideal,J,IF,61.5,56.0,489,49.76
0.3,Ideal,J,IF,61.5,57.0,489,49.75
0.31,Ideal,H,VS2,62.2,55.0,489,51.94
0.31,Very Good,I,VS1,63.0,58.0,489,50.22
0.31,Good,H,VS2,63.1,57.0,489,49.99
0.31,Ideal,H,VS2,62.2,55.0,489,52.06
0.31,Good,I,VS1,63.5,57.0,489,49.41
0.31,Premium,I,VS1,62.6,59.0,489,50.15
0.31,Ideal,H,VS2,62.6,57.0,489,51.9
0.31,Ideal,H,VS2,62.2,53.0,489,53.17
0.31,Good,H,VS2,63.1,57.0,489,49.99
0.31,Good,H,VS2,63.2,57.0,489,51.49
0.31,Ideal,H,VS2,61.5,57.0,489,50.83
0.31,Very Good,H,VS2,62.5,54.0,489,52.13
0.31,Premium,I,VS1,62.3,59.0,489,50.2
0.31,Ideal,H,VS2,62.1,55.0,489,50.55
0.31,Very Good,H,VS2,60.0,60.0,489,51.65
0.31,Very Good,H,VS2,63.0,57.0,489,51.18
0.31,Very Good,H,VS2,59.7,61.0,489,51.03
0.31,Premium,I,VS1,60.8,59.0,489,51.46
0.31,Very Good,H,VS2,63.0,57.0,489,51.18
0.31,Very Good,H,VS2,60.5,63.0,489,49.77
0.31,Ideal,H,VS2,61.9,55.0,489,51.44
0.31,Very Good,H,VS2,62.5,60.0,489,50.93
0.42,Premium,E,VS1,62.3,57.0,1040,69.55
0.34,Fair,F,VVS1,55.2,59.0,1040,58.99
0.33,Ideal,F,VVS2,62.2,56.0,1040,54.41
0.33,Ideal,F,VVS2,61.9,56.0,1040,54.21
0.33,Ideal,F,VVS2,61.3,56.0,1040,54.06
0.33,Ideal,F,VVS2,61.4,56.0,1040,54.62
0.44,Premium,H,VS2,61.3,58.0,1040,71.88
0.44,Premium,I,VS1,62.8,56.0,1040,71.89
0.44,Ideal,F,SI1,61.0,57.0,1040,71.79
0.44,Ideal,E,SI1,61.1,56.0,1040,72.32
0.44,Premium,E,SI1,62.9,58.0,1040,72.42
0.42,Premium,D,SI1,59.8,59.0,1040,69.68
0.42,Ideal,D,SI1,61.5,56.0,1040,69.29
0.42,Ideal,D,SI1,61.9,56.0,1040,69.75
0.42,Premium,D,SI1,60.8,59.0,1040,68.73
0.42,Ideal,D,SI1,62.0,55.0,1040,70.13
0.42,Ideal,D,SI1,61.9,57.0,1040,68.28
0.42,Ideal,D,SI1,62.4,57.0,1040,69.26
0.42,Premium,D,SI1,61.1,60.0,1040,68.02
